content,score,sentiment
"dari sisi penonton biasa, di hp kentang agak berat, tapi masih bisa dipakai, rekomendasi feed lebih nyambung. pengalaman pakainya lebih santai. asli Device: Redmi 13C, jaringan Smartfren.",5,positive
"sebagai reseller skincare lokal, di Seturan, gue coba selama seminggu, ada bagian yang membaik, tapi masalah utamanya belum selesai. live sering patah-patah, support-nya kurang menolong. via Indihome Di pusat bantuan, filter ukuran produk error. Setelah dicoba 12 menit, UI-nya rapi tapi otaknya lambat. enak juga",2,negative
"Laporan user: sebagai selller pemula aku ngerasain. Awalnya aku ragu buat jualan skincare, tapi rekomendasi feed lebih nyambung. cukup membantu buat pemula. ngl",4,positive
"pas lagi bikin konten tugas, perlu adaptasi sedikit, tapi setelah paham cukup enak, tracking paket kelihatan jelas. hasilnya konsisten di hpku! bjir Setelah dicoba jam 11 malam, aku nggak perlu tanya-tanya lagi. bikin males",4,positive
"waktu nyari resep singkat, caption otomatis ngawur, ranking produk terasa random, problemnya muncul terus meski sudah update. #tiktokshop Masalahnya kerasa pas handle flash-sale humidifier kecil. Di pencarian hashtag, kode referral invalid mendadak. Setelah dicoba jam 11 malam, UI-nya rapi tapi otaknya lambat. #supporttemplate",4,negative
"catatan kecil: pas lagi nunggu bus aku buka. Awalnya aku ragu buat lihat traffic toko, tapi draft video aman tersimpan. ini salah satu update yang benar. Di tab Shop, angka klik produk muncul jelas.",5,positive
"buat promosi thrift shop, export video nggak pecah. seaptu sekolah lebih gampang dikelola, rasanya lebih matang dari versi sebelumnya. Di pencarian hashtag, insight penonton dibagi per jam. Setelah dicoba 120 klik, nggak perlu buka browser tambahan.",5,positive
"sebagai content creator baru, di BSD, tes ringan: di hp lama masih aku tes. Aku cuma mau upload konten kampus, tapi iklan kebanyakan muncul. rasanya seperti dipaksa jadi beta tester! Masalahnya kerasa pas handle bundling totebag kanvas. Di for you page, template balasan customer terkirim mentah. #feedacak",4,negative
"di Pamulang, laporan user: tiap habis upload video. Aku cuma mau promosi makanan rumahan, tapi saldo promosi nggak keupdate. belum layak disebut stabil! #promo versi v34.1.7 Setelah dcioba 4 kali, seller kecil jadi ikut nanggung risiko. Device: Redmi 12C, jaringan Indosat.",1,negative
"dibanding app sebelah ini terasa berat, feed isinya nggak relevan, aku uninstall dulu sementara! Masalahnya kerasa pas handle viral sepatu sekolah. Di order detail, komentar penting tenggelam. #checkoutmacet",2,negative
"sebagai seller mainan anak, Pas lagi bikin konten tugas, template editornya gampang dipakai, kerjanya lebih smooth dari ekspektasi masih bisa ditingkatkan. #checkout Di creator tools, live replay tidak patah.",5,positive
"temen kantor nyaranin ini, sebenarnya idenya bagus, tapi eksekusinya masih kasar? draft video kadang lenyap, capek sendiri ngulang dari awal?",1,negative
"Setelah update terakhir aku cek lagi, draft video kadang lenyap, feelnya random banget. jangan cuma tambah fitur baru! Masalahnya kerasa pas handle simple tablet bekas. #uploadgagal",1,negative
"sebagai seller hijab rumahan, di Buahbatu, tiap habis upload video, kontennya banyak, tapi rekomendasinya makin jauh. aplikasi boros baterai, aku uninstall dulu sementara? #reviewjujur via 4G cc tim dev Masalahnya kerasa pas handle paket hemat sarung tangan motor. Di live control room, laporan retur gagal diunduh.",1,negative
"habis login ulang, mode dark-nya nyaman, feelnya good enough. buat versi sekarang sudah oke. Cocok juga buat handle hitam doff sling bag. Setelah dicoba 1.2k view, bukan cuma cantik di tampilan.",5,positive
"sebagai pembeli barang murah, di Kedaton, kalau dipakai pas jam ramai, akun mendadak kena limit, riwayat chat loncat sendiri, ini bug kecil tapi efeknya besar! via 5G Masalahnya kerasa pas handle preloved mouse wireless. Setelah dicoba 2 draft, seller kecil jadi ikut nanggung risiko.",2,negative
"sebagai kreator resep singkat, laporan user: pas sinyal agak jelek aku tetap coba. Aku cuma mau jualan mainan anak, tapi akun mendadak kena limit. tolong dibenerin dulu sebelum nambah fitur. Masalahnya kerasa pas handle custom flashdisk metal.",3,negative
"sebagai admin live shopping, di Pedurungan, versi kali ini terasa lebih ringan, checkout terasa lebih singkat, overall cukup worth it. Cocok juga buat handle murah masker kain.",5,positive
"waktu nyari resep singkat, notifikasi telat masuk, feelnya buggy. jangan cuma tambah fitur baru. via hotspot teman Di halaman alamat, template balasan customer terkirim mentah. Setelah dicoba jam 11 malam, bug-nya muncul pas lagi ada pembeli.",3,negative
"sebagai admin toko parfum, di Palmerah, di mode hemat baterai, algoritma rekomendasi terasa random, feelnya annoying. mohon dicek serius! jir Setelah dicoba 20 menit, fitur pentingnya kalah sama animasi.",2,negative
"sebagai orang yang sering pakai voucher, buat konten random sore-sore, cache numpuk cepat banget, link produk sering putus, kelihatan belum dites serius? Di shipping tracker, preview ongkir beda saat bayar.",3,negative
"habis login ulang, ada bagian yang membaik, tapi masalah utamanya belum selesai. support balasnya template semua, buat jualan malah bikin panik? Masalahnya kerasa pas handle limited tripod meja. Setelah dicoba 1 jam, kesannya testing di device bagus doang. #checkoutmacet nyangkut mulu",1,negative
"Buat cari review gadget, template editornya gampang dipakai. sepatu sekolah lebih gampang dikelola, pengalaman belanja jadi lebih enak? #update ya Cocok juga buat handle flash-sale totebag kanvas. Di riwayat transaksi, laporan retur bisa diunduh. cape",5,positive
"bwt lihat live diskon, draft video aman tersimpan. keyboard murah lebih gampang dikelola, aku bisa rekomendasiin ke temen! Di editor video, iklan toko lebih mudah dipause.",4,positive
"dari minggu lalu progresnya kelihatan, pencarian barang makin relevan, cukup aman buat dipakai rutin. cc support Cocok juga buat handle COD hoodie fleece.",3,positive
"setelah cache dibersihiin, hasil search hashtag lebih tepat, hasilnya konsisten di hpku kalau stabil terus bakal jadi favorit! #bugreport Cocok juga buat handle diskon masker kain. #orderaman",5,positive
"buat lihat resep masakan, tombol promosinya gampang ditemukan. tripod mini lebih gampang dikelola, rasanya lebih matang dari versi sebelumnya!! (Tecno Spark, Android 13) Di halaman checkout, link produk tetap nempel di video.",4,positive
"sebagai pembuat konten kampus, dibanding versi sebelumnya ini lebih stabil, checkout terasa lebih singkat, cukup aman buat dipakai rutin... Cocok juga buat handle daily sepatu sekolah.",5,positive
"sebagai admin toko parfum, habis login ulang, sinkkronisasi kontaknya cepat, balasan customer nggak ketumpuk, cukup membantu buat pemula. di Yogyakarta Di fitur duet, catatan pesanan ikut terbawa. Setelah dicoba 3 hari, lebih sedikit klik daripada sebelumnya.",5,positive
"sebagai kreator edukasi kecil, kesan pertama: pas checkout barang murah. Aku cuma mau mencatat ide konten, tapi video jadi buram setelah diupload. ini bug kecil tapi efeknya besar!! #tiktokshop Di keranjang, audio mundur setelah export. Setelah dicoba 7 hari, errornya tidak menjelaskan apa-apa.",3,negative
"update kali ini malah mudnur, support balasnya template semua, rasanya performa makin berat.",2,negative
"keren, draft hilang pas mau upload, pesanan gagal kebaca. ini bikin workflow jadi kacau. #tiktokshop jir Masalahnya kerasa pas handle grosir humidifier kecil. Di inbox pembeli, jadwal posting lompat tanggal.",1,negative
"Waktu live malam kemarin, kualitas video tetap tajam, rasanya lebih matang dari versi sebelumnya untuk kebutuhan kecil cukup... capee",5,positive
"lebih enak daripada app toko sebelah, template editornya gampang dipakkai, rasanya lebih matang dari versi sebelumnya. wkwk cc admin Cocok juga buat handle ukuran kecil case hp. Di order detail, alamat pembeli kebaca sampai RT. Setelah dicoba jam 11 malam, cukup aman buat dipakai pas campaign kecil.",4,positive
"temen kantor nyaranin ini, di hp kentang agak berat, tapi masih bisa dipakai, keranjang belanja responsif. rasanya lebih matang dari versi sebelumnya... (realme 8, Android 13) Cocok juga buat handle travel flashdisk metal. Di filter spam, laporan retur bisa diunduh.",3,positive
"Terima kasih sudah bikin seller panik pagi-pagi, notifikasi telat masuk. pengalaman pakainya turun jauh. versi v34.5.5 #voucherzonk",2,negative
"sebagai seller hijab rumahan, aku install lagi kemarin, video jadi buram setelah diupload, transisi video patah-patah, aku uninstall dulu sementara? Masalahnya kerasa pas handle clearance planner bulanan.",1,negative
"sebagai orang yang sering pakai voucher, Setelah reinstall aplikasi, draft video aman tersimpan, template keranjang lebih simpel, ini update yang kerasa manfaatnya. sih (OPPO Reno 6, Android 10) rada sus",5,positive
"sebagai pengelola katalog kecil, observasi pribadi: pas lagi nunggu bus aku buka. Aku cuma mau upload konten kampus, tapi keranjang belanja sering kosong sendiri. terlalu riskan buat order penting!! Di pusat bantuan, varian warna balik sendiri.",2,negative
"update kali ini malah mundur, refund statusnya nggak jelas, belum layak disebut stabil! Masalahnya kerasa pas handle quick order planner bulanan. Di halaman draft, thumbnail berubah jadi abu-abu. Setelah dicoba jam 6 pagi, flow-nya putus di bagian paling penting. #sellerpanik",2,negative
"di Medan Johor, aku bandinginsama minggu lalu, mode dark-nya nyaman, feelnya responsive. mungkin beda di hp lain! #seller Di order detail, template balasan customer bisa diedit. Device: Samsung M14, jaringan wifi kos. #draftselamat",4,positive
"sebagai pegawai shift malam, di Ujungberung, adik gue sering buka app ini, cache numpuk cepat bangett, cukup ganggu buat pemakaian harian jangan cuma tambah fitur baru! Masalahnya kerasa pas handle preloved alat tulis.",1,negative
"sebagai penonton live random, aku bandingin sama minggu lalu, export video nggak pecah, workflow konten jadi lebih cepat kalau stabil terus bakal jadi favorit!!! Cocok juga buat handle ukuran kecil parfum roll-on. Setelah dicoba 3 voucher, akhirnya terasa seperti fitur yang selesai. auto panik",5,positive
"sebagai pembeli flash sale, gw pakai hampir tiap hari, aplikasi boros baterai, keranjang balik ke awal, nggak bisa diandalkan pas butuh cepat. Di shipping tracker, kupon toko gagal terpasang. Setelah dicoba 2 jam, bug-nya muncul pas lagi ada pembeli. Device: Infinix Hot 30, jaringan wifi kos. #voucherzonk",1,negative
"bwt jualan kecil-kecilan aku pakai, checkout gampang kalau berhasil, masalahnya sering nggak berhasil. stitch sering nggak sinkron, belum layak disebut stabil. cc cs Masalahnya kerasa pas handle daily dompet kartu. Di pencarian hashtag, jadwal posting lompat tanggal.",2,negative
"worth it buat seller kecil (Infinix Hot 30, iOS 16) Cocok juga buat handle transparan bantal leher. Di order detail, audio tidak geser setelah export. Device: Advan lokal, jaringan hotspot teman.",5,positive
"habis login ulang, notifikasi kadang dobel, tapi order tetap masuk, sinkronisasi kontaknya cepat. cukup reliable untuk kerja ringan!! Cocok juga buat handle clearance skincare pouch. Device: Infinix Note 30, jaringan Smartfren. not bad",4,positive
"sebagai content creator baru, kesan pertama: gue coba selama seminggu. Awalnya aku ragu buat cari rekomendasi skincare, tapi notifikasi order masuk cepat. fiturnya sderhana tapi kepakai! di Malang Di tab produk, varian warna tidak tertukar. Device: OPPO Reno 8T, jaringan Tri.",5,positive
"di hp lama masih aku tes, filter komentar gampang diatur, ini update yang kerasa manfaatnya semoga konsisten? Cocok juga buat handle ukuran kecil parfum roll-on. Device: vivo V25, jaringan Tri.",3,positive
"pas lagi bikin konten tugas, live-nya ramai, tapi kualitas streamingnya bikin pusing. feed isinya nggak relevan, capek sendiri ngulang dari awal. #paketnyangkut",1,negative
"feedback kecil: pas lagi nunggu bus aku buka. Awalnya aku ragu buat lihat resep masakan, tapi hasil search hashtag lebih tepat. aku bisa rekomendasiin ke temen! Cocok juga buat handle stok akhir adapter hdmi. #orderaman",4,positive
"sebagai content creator baru, di mode hemat baterai, fitur simpan favorit praktis, buat seller kecil ini ngebantu aku kasih nilai segini dulu. Cocok juga buat handle handmade kertas foto.",5,positive
"di Pasar Minggu, pas mobile data dipakai, upload video lebih stabil, kerjanya lebih smooth dari ekspektasi ini feedback jujur dari user biasa? #tiktokshop Di halaman voucher, komentar prioritas naik sendiri. Setelah dicoba 3 voucher, cukup aman buat dipakai pas campaign kecil. #livejualan",5,positive
"sebagai ibu rumah tangga yang sering checkout, di Bajnarbaru, buat cari review barang, caption otomatis ngawur, rasanya performa makin berat mungkin user lain juga kena... (iPhone 13, Android 13) cc admin #supporttemplate",2,negative
"catatan kecil: gw pakai hampr tiap hari. Aku cuma mau cek order harian, tapi fitur duet delay parah. pengalaman pakainya turun jauh!! Masalahnya kerasa pas handle hitam doff ssd eksternal. Di creator tools, alamat pembeli kepotong di kecamatan.",1,negative
"aku bandingin sama minggu lalu, fitur jadwal posting kepakai, feelnya smooth. masih bisa ditingkatkan... #FYP (Samsung A52, Android 12) Setelah dicoba 7 hari, rasanya lebih dekat ke kebutuhan seller kecil. Device: Poco X3, jaringan 5G.",5,positive
"waktu nyari resep singkat, template editornya gampang dipakai, cukup aman buat dipakai rutin ini lumayan kerasa. versi v33.1.0 Device: Redmi Note 11, jaringan Biznet. #livejualan",4,positive
"lebih enak daripada app toko sebelah, duet dan stitch jalan mulus, ini salah satu upddate yang benar. Cocok juga buat handle murah humidifier kecil.",4,positive
"keren, draft hilang pas mau upload, akun mendadak kena limit. terlalu riskan buat order penting! versi v33.4.0 Masalahnya kerasa pas handle basic alat tulis. Di live control room, audio mundur setelah export. Setelah dicoba 1.2k view, flow-nya putus di bagian paling penting. anjir",3,negative
"di Tembung, buat lihat live seller lokal, voucher akhirnya kebaca, saldo campaign muncul sesuai nominal, jadi lebih sering kepakai. Di pencarian hashtag, audio tidak geser setelah export. Setelah dicoba 1.1 GB cache, bukan cuma cantik di tampilan.",5,positive
"waktu live malam kemarin, di hp kentang agak berat, tapi masih bisa dipakai, export video nggak pecah. nggak sempurna tapi arahnya bagus!! #bugreport (iPhonne SE, Android 12) Cocok juga buat handle restock tripod meja. Di halaman checkout, komentar prioritas naik sendiri. nggak ngide",5,positive
